年月日时分	站点名称	气温	降水	瞬时风向	瞬时风速	瞬时能见度	相对湿度	瞬时气压	一小时最高气温	一小时最低气温	一小时最大风速	一小时最大风速时风向
201412192310	交大	5.1	0	302	0	////	////	////	5.1	4.5	2.6	313
201412192320	交大	5	0	274	0	////	////	////	5.2	4.5	3.6	310
201412192330	交大	4.6	0	288	0	////	////	////	5.2	4.5	3.6	310
201412192340	交大	4.3	0	232	0.2	////	////	////	5.2	4.3	3.6	310
201412192350	交大	4	0	299	0	////	////	////	5.2	4	3.6	310
201412200000	交大	3.8	0	274	0.5	////	////	////	5.2	3.8	3.6	310
201412200010	交大	3.4	0	279	0	////	////	////	3.8	3.4	1.9	308
201412200020	交大	3	0	268	0	////	////	////	3.8	3	1.9	308
201412200030	交大	2.6	0	206	0	////	////	////	3.8	2.6	1.9	308
201412200040	交大	2.3	0	240	0	////	////	////	3.8	2.3	1.9	308
201412200050	交大	2.2	0	251	0	////	////	////	3.8	2.2	1.9	308
201412200100	交大	2.1	0	226	0	////	////	////	3.8	2.1	1.9	308
201412200110	交大	2.1	0	232	0	////	////	////	2.1	2.1	0.4	299
201412200120	交大	2.3	0	299	0.9	////	////	////	2.3	2	1.3	265
201412200130	交大	3.2	0	240	0.1	////	////	////	3.2	2	1.6	265
201412200140	交大	3.3	0	305	0.4	////	////	////	3.3	2	3	316
201412200150	交大	4	0	333	1.6	////	////	////	4	2	3.9	263
201412200200	交大	3.9	0	308	1	////	////	////	4.1	2	3.9	263
201412200210	交大	3.7	0	322	1.2	////	////	////	3.9	3.6	2.4	316
201412200220	交大	3.7	0	316	2	////	////	////	3.9	3.6	2.5	324
201412200230	交大	3.8	0	302	0	////	////	////	3.9	3.6	2.5	324
201412200240	交大	3.6	0	313	0	////	////	////	3.9	3.6	2.5	324
201412200250	交大	3.7	0	243	0	////	////	////	3.9	3.6	2.5	324
201412200300	交大	3.4	0	274	0	////	////	////	3.9	3.4	2.5	324
201412200320	交大	3.4	0	201	0.3	////	////	////	3.5	3.2	1.9	282
201412200330	交大	3.5	0	260	1.5	////	////	////	3.5	3.2	1.9	282
201412200340	交大	3.4	0	251	1	////	////	////	3.5	3.2	1.9	302
201412200350	交大	3.4	0	263	0	////	////	////	3.5	3.2	2	243
201412200400	交大	3.2	0	316	1.3	////	////	////	3.5	3.1	2	243
201412200410	交大	3.1	0	282	0.2	////	////	////	3.2	3	1.4	324
201412200420	交大	3.1	0	322	1.1	////	////	////	3.2	3	1.9	305
201412200430	交大	3	0	251	0	////	////	////	3.2	3	1.9	305
201412200440	交大	2.9	0	38	0	////	////	////	3.2	2.9	1.9	296
201412200450	交大	3.1	0	40	0	////	////	////	3.2	2.9	1.9	296
201412200500	交大	3.4	0	305	0	////	////	////	3.4	2.9	2.5	336
201412200510	交大	4	0	355	1.3	////	////	////	4	3.4	4.7	330
201412200520	交大	4.1	0	293	2.2	////	////	////	4.1	3.4	4.7	330
201412200530	交大	4.3	0	310	1.5	////	////	////	4.3	3.4	4.7	330
201412200540	交大	4.4	0	330	1.9	////	////	////	4.4	3.4	4.7	330
201412200550	交大	4.5	0	308	1.1	////	////	////	4.5	3.4	4.7	330
201412200600	交大	4.4	0	15	1.2	////	////	////	4.5	3.4	4.7	330
201412200610	交大	4.4	0	324	0.9	////	////	////	4.4	4.3	3.5	358
201412200620	交大	4.4	0	54	0.8	////	////	////	4.5	4.3	3.5	316
201412200630	交大	4.4	0	77	1.7	////	////	////	4.5	4.3	3.6	7
201412200640	交大	4.2	0	18	0.5	////	////	////	4.5	4.2	3.6	7
201412200650	交大	4.2	0	23	2.4	////	////	////	4.5	4.1	3.6	7
201412200700	交大	4.2	0	15	2.1	////	////	////	4.5	4.1	4.8	7
201412200710	交大	4.5	0	15	2.9	////	////	////	4.5	4.3	4.2	18
201412200720	交大	4.4	0	40	1.7	////	////	////	4.5	4.3	4.9	353
201412200730	交大	4.6	0	52	1.6	////	////	////	4.6	4.3	4.9	353
201412200740	交大	4.7	0	15	2.1	////	////	////	4.7	4.3	4.9	353
201412200750	交大	4.9	0	23	1.9	////	////	////	4.9	4.3	4.9	353
201412200800	交大	5.1	0	43	1.6	////	////	////	5.1	4.3	4.9	353
201412200810	交大	5.4	0	29	1.8	////	////	////	5.4	5.2	3.9	23
201412200820	交大	5.6	0	347	2.1	////	////	////	5.6	5.2	3.9	23
201412200830	交大	5.7	0	63	3.5	////	////	////	5.7	5.2	5.2	12
201412200850	交大	6.1	0	355	4.3	////	////	////	6.1	5.2	5.8	23
201412200900	交大	6.3	0	358	2.4	////	////	////	6.3	5.2	6.8	12
201412200910	交大	6.3	0	9	1.4	////	////	////	6.4	6.3	5.9	32
201412200920	交大	6.6	0	344	1.4	////	////	////	6.6	6.3	6.4	7
201412200930	交大	6.8	0	77	0.8	////	////	////	6.9	6.3	6.4	7
201412200940	交大	6.9	0	40	2.9	////	////	////	7	6.3	6.4	7
201412200950	交大	7.1	0	29	2.5	////	////	////	7.4	6.3	6.4	7
201412201000	交大	7.3	0	344	2.2	////	////	////	7.5	6.3	6.4	7
201412201010	交大	7.7	0	347	1.1	////	////	////	7.7	7.4	5.4	15
201412201020	交大	7.7	0	23	1.2	////	////	////	7.7	7.4	5.6	4
201412201040	交大	8	0	40	1.3	////	////	////	8	7.4	5.6	4
201412201050	交大	8.3	0	49	3	////	////	////	8.3	7.4	5.6	4
201412201100	交大	8.3	0	54	1.9	////	////	////	8.3	7.4	5.8	12
201412201110	交大	8.7	0	52	3.5	////	////	////	8.7	8.4	4.3	18
201412201120	交大	8.5	0	7	2.9	////	////	////	8.7	8.4	5.9	26
201412201130	交大	9.1	0	60	3.3	////	////	////	9.1	8.4	5.9	26
201412201140	交大	8.7	0	29	1.5	////	////	////	9.2	8.4	5.9	26
201412201150	交大	9	0	23	2.1	////	////	////	9.2	8.4	5.9	26
201412201200	交大	9.1	0	347	2.3	////	////	////	10	8.4	5.9	26
201412201210	交大	9.7	0	319	2.5	////	////	////	9.9	9.2	4.3	46
201412201220	交大	9.6	0	23	1	////	////	////	9.9	9.2	4.3	46
201412201230	交大	9.5	0	293	2	////	////	////	9.9	9.2	4.3	40
201412201240	交大	9.6	0	7	1.9	////	////	////	9.9	9.2	4.4	319
201412201250	交大	9.7	0	330	4	////	////	////	9.9	9.2	4.7	46
201412201300	交大	9.6	0	43	2.9	////	////	////	9.9	9.2	4.7	310
201412201310	交大	9.5	0	23	1.9	////	////	////	9.7	9.4	4.7	358
201412201320	交大	9.6	0	12	3.5	////	////	////	9.7	9.4	5.1	333
201412201330	交大	9.5	0	9	2.2	////	////	////	9.8	9.4	5.5	336
201412201340	交大	9.4	0	29	3.2	////	////	////	9.8	9.4	5.5	336
201412201350	交大	9.8	0	353	1.6	////	////	////	10	9.4	5.5	336
201412201400	交大	9.8	0	302	2.1	////	////	////	10.1	9.4	6.7	29
201412201410	交大	9.8	0	4	1.3	////	////	////	9.8	9.4	3.7	4
201412201420	交大	9.8	0	322	4.4	////	////	////	9.9	9.4	5.2	330
201412201440	交大	9	0	18	0.6	////	////	////	9.9	9	6.1	29
201412201450	交大	8.8	0	40	4.1	////	////	////	9.9	8.8	6.1	29
201412201500	交大	8.8	0	15	3.3	////	////	////	9.9	8.8	6.1	29
201412201510	交大	9	0	333	4	////	////	////	9.1	8.8	4.1	341
201412201520	交大	8.7	0	32	0.3	////	////	////	9.1	8.7	5.5	333
201412201530	交大	8.3	0	18	2.5	////	////	////	9.1	8.2	5.5	333
201412201540	交大	8	0	338	2.7	////	////	////	9.1	8	5.5	333
201412201550	交大	8	0	4	2.4	////	////	////	9.1	8	5.5	333
201412201600	交大	7.8	0	15	1.4	////	////	////	9.1	7.8	5.5	333
201412201610	交大	7.6	0	23	2.6	////	////	////	7.8	7.6	4.3	43
201412201620	交大	7.4	0	57	1	////	////	////	7.8	7.4	4.3	43
201412201630	交大	7.2	0	7	1.6	////	////	////	7.8	7.2	4.3	43
201412201650	交大	6.8	0	49	1.6	////	////	////	7.8	6.8	4.3	43
201412201700	交大	6.6	0	353	1	////	////	////	7.8	6.6	4.4	7
201412201710	交大	6.4	0	336	2	////	////	////	6.6	6.4	4.1	38
201412201720	交大	6.3	0	347	1.5	////	////	////	6.6	6.3	4.1	38
201412201730	交大	6.2	0	71	1.1	////	////	////	6.6	6.2	4.1	38
201412201740	交大	6	0	344	0.5	////	////	////	6.6	6	4.1	38
201412201750	交大	5.9	0	29	1.8	////	////	////	6.6	5.9	4.1	38
201412201800	交大	5.6	0	330	0.4	////	////	////	6.6	5.6	4.1	38
201412201810	交大	5.7	0	21	1.6	////	////	////	5.8	5.5	2.8	23
201412201820	交大	5.6	0	4	0.8	////	////	////	5.8	5.5	2.9	29
201412201830	交大	5.1	0	353	0.8	////	////	////	5.8	5.1	2.9	29
201412201840	交大	4.8	0	57	0.4	////	////	////	5.8	4.8	2.9	29
201412201850	交大	4.2	0	54	1	////	////	////	5.8	4.2	2.9	29
201412201900	交大	3.4	0	66	2.2	////	////	////	5.8	3.4	2.9	29
201412201910	交大	4.6	0	80	1.5	////	////	////	4.6	3.3	3	71
201412201920	交大	4.6	0	68	1.1	////	////	////	4.8	3.3	3	71
201412201930	交大	4	0	74	1	////	////	////	4.8	3.3	3	71
201412201940	交大	3.5	0	21	0.9	////	////	////	4.8	3.3	3	71
201412202000	交大	3.1	0	54	0.7	////	////	////	4.8	3.1	3	71
201412202010	交大	2.7	0	344	0.6	////	////	////	3	2.7	1.4	49
201412202020	交大	2.8	0	52	0.4	////	////	////	3	2.7	1.9	32
201412202030	交大	2.4	0	60	0	////	////	////	3	2.4	1.9	32
201412202040	交大	2.1	0	15	1	////	////	////	3	2.1	1.9	32
201412202050	交大	2.1	0	49	0.6	////	////	////	3	2.1	1.9	32
201412202100	交大	1.8	0	49	0.8	////	////	////	3	1.7	1.9	32
201412202110	交大	2.1	0	71	0.5	////	////	////	2.1	1.9	1.6	60
201412202120	交大	1.7	0	40	0.2	////	////	////	2.1	1.7	1.6	60
201412202130	交大	1.6	0	46	0	////	////	////	2.1	1.6	1.6	60
201412202140	交大	1.5	0	7	0	////	////	////	2.1	1.5	1.6	60
201412202150	交大	1.3	0	23	0.8	////	////	////	2.1	1.3	1.6	60
201412202200	交大	1.2	0	12	0.4	////	////	////	2.1	1.2	1.6	60
201412202210	交大	1.2	0	12	0	////	////	////	1.2	1.1	0.8	40
201412202220	交大	1	0	26	0	////	////	////	1.2	1	0.8	40
201412202230	交大	0.8	0	350	0	////	////	////	1.2	0.7	0.8	40
201412202240	交大	0.7	0	7	0.6	////	////	////	1.2	0.6	0.8	7
201412202250	交大	0.7	0	23	0.4	////	////	////	1.2	0.6	1	15
201412202300	交大	0.5	0	4	0.4	////	////	////	1.2	0.5	1	21
201412202310	交大	0.5	0	341	0.4	////	////	////	0.5	0.4	1.4	7
201412202320	交大	0.4	0	353	0.6	////	////	////	0.6	0.4	1.4	7
201412202330	交大	0.5	0	347	0.8	////	////	////	0.6	0.4	1.4	7
201412202340	交大	0.4	0	296	0	////	////	////	0.6	0.4	1.4	7
201412202350	交大	0.7	0	268	0	////	////	////	0.7	0.3	1.4	7
201412210000	交大	0.5	0	299	0	////	////	////	0.7	0.3	1.4	7
201412210010	交大	0.3	0	268	0	////	////	////	0.6	0.3	0.8	302
201412210020	交大	0.4	0	322	0	////	////	////	0.6	0.2	0.8	302
201412210030	交大	0.7	0	324	0.8	////	////	////	0.7	0.2	0.8	324
201412210040	交大	0.9	0	341	0.3	////	////	////	0.9	0.2	0.9	336
201412210050	交大	1.1	0	344	0.3	////	////	////	1.1	0.2	1.6	336
201412210100	交大	1.3	0	305	0.4	////	////	////	1.4	0.2	1.6	336
201412210110	交大	1.3	0	358	0.2	////	////	////	1.3	1.2	1.7	299
201412210120	交大	1.4	0	324	0	////	////	////	1.6	1.2	1.7	299
201412210130	交大	1.3	0	308	0.4	////	////	////	1.6	1.2	1.7	299
201412210140	交大	0.8	0	1	0.3	////	////	////	1.6	0.8	1.7	299
201412210150	交大	0.7	0	336	0.3	////	////	////	1.6	0.7	1.7	299
201412210200	交大	0.8	0	330	0	////	////	////	1.6	0.7	1.7	299
201412210210	交大	1	0	4	0.8	////	////	////	1	0.8	1.9	330
201412210220	交大	1.2	0	319	1.3	////	////	////	1.2	0.8	1.9	330
201412210230	交大	1.5	0	336	1.3	////	////	////	1.6	0.8	1.9	330
201412210240	交大	1.4	0	327	0	////	////	////	1.7	0.8	1.9	330
201412210250	交大	0.8	0	263	0	////	////	////	1.7	0.8	1.9	330
201412210300	交大	0.8	0	310	0	////	////	////	1.7	0.7	1.9	330
201412210310	交大	1.5	0	333	0.6	////	////	////	1.5	0.8	2.2	330
201412210320	交大	1.8	0	308	0.7	////	////	////	1.8	0.8	2.2	330
201412210330	交大	1.8	0	344	0.9	////	////	////	1.8	0.8	2.2	330
201412210340	交大	1.5	0	344	1	////	////	////	1.8	0.8	2.2	330
201412210350	交大	1.3	0	248	0	////	////	////	1.8	0.8	2.2	330
201412210400	交大	1	0	282	0	////	////	////	1.8	0.8	2.2	330
201412210410	交大	0.8	0	254	0	////	////	////	1	0.8	0.8	254
201412210420	交大	0.5	0	268	0	////	////	////	1	0.5	0.9	279
201412210430	交大	0.5	0	268	0	////	////	////	1	0.4	0.9	279
201412210440	交大	0.3	0	308	0.3	////	////	////	1	0.3	0.9	279
201412210450	交大	0.5	0	322	0.5	////	////	////	1	0.2	1.3	316
201412210500	交大	0.6	0	215	0	////	////	////	1	0.2	1.6	282
201412210510	交大	0.6	0	265	0	////	////	////	0.7	0.6	1.4	29
201412210520	交大	0.7	0	161	0	////	////	////	0.8	0.6	1.4	310
201412210530	交大	1	0	327	0	////	////	////	1	0.6	2.2	338
201412210540	交大	1.3	0	9	0.7	////	////	////	1.3	0.6	2.7	313
201412210550	交大	1.4	0	319	1.3	////	////	////	1.4	0.6	2.9	333
201412210600	交大	1	0	322	1.4	////	////	////	1.6	0.6	2.9	333
201412210610	交大	1.3	0	1	0	////	////	////	1.3	1	2.3	338
201412210620	交大	1.1	0	310	0.9	////	////	////	1.5	1	2.3	338
201412210630	交大	0.9	0	274	0.7	////	////	////	1.5	0.9	2.3	338
201412210640	交大	0.8	0	293	0	////	////	////	1.5	0.7	2.3	338
201412210650	交大	0.4	0	263	0	////	////	////	1.5	0.4	2.3	338
201412210700	交大	0.6	0	257	0	////	////	////	1.5	0.4	2.3	338
201412210710	交大	1	0	319	0.2	////	////	////	1	0.6	1.6	268
201412210720	交大	1.2	0	105	0	////	////	////	1.2	0.6	1.6	268
201412210730	交大	1.6	0	277	0	////	////	////	1.6	0.6	2.4	324
201412210740	交大	1.8	0	265	1.6	////	////	////	1.8	0.6	2.4	324
201412210750	交大	2.1	0	260	0.2	////	////	////	2.1	0.6	2.4	324
201412210800	交大	2.2	0	347	1.5	////	////	////	2.2	0.6	2.8	338
201412210810	交大	2.4	0	268	1.1	////	////	////	2.4	2.2	3	327
201412210820	交大	2.6	0	285	1	////	////	////	2.6	2.2	3.5	12
201412210830	交大	2.9	0	322	2.7	////	////	////	2.9	2.2	3.7	327
201412210840	交大	2.8	0	38	2.6	////	////	////	2.9	2.2	4.7	316
201412210850	交大	3.1	0	327	4.3	////	////	////	3.1	2.2	4.7	316
201412210900	交大	3.3	0	246	1.6	////	////	////	3.3	2.2	4.9	330
201412210910	交大	3.5	0	353	3.2	////	////	////	3.5	3.3	3.7	347
201412210920	交大	3.5	0	353	3.2	////	////	////	3.5	3.3	5.5	336
201412210930	交大	3.6	0	355	2.8	////	////	////	3.8	3.3	5.5	336
201412210940	交大	3.9	0	293	2.4	////	////	////	3.9	3.3	5.5	336
201412210950	交大	3.8	0	344	3.6	////	////	////	3.9	3.3	5.6	333
201412211000	交大	4.2	0	285	1.6	////	////	////	4.4	3.3	7.3	316
201412211010	交大	4.1	0	313	2.8	////	////	////	4.3	4.1	5.5	330
201412211020	交大	4.1	0	330	2.5	////	////	////	4.3	4	7	324
201412211030	交大	3.9	0	338	3.1	////	////	////	4.3	3.9	7.2	324
201412211040	交大	3.9	0	319	1.9	////	////	////	4.3	3.9	7.2	324
201412211050	交大	4.1	0	229	1.8	////	////	////	4.3	3.9	7.2	324
201412211100	交大	4.2	0	344	1.6	////	////	////	4.3	3.9	7.2	330
201412211110	交大	4.3	0	341	1.7	////	////	////	4.3	4.1	5.6	322
201412211120	交大	4.6	0	12	2.9	////	////	////	4.6	4.1	5.9	333
201412211130	交大	5	0	246	2.9	////	////	////	5	4.1	5.9	333
201412211140	交大	5.2	0	282	2.8	////	////	////	5.3	4.1	7.1	330
201412211150	交大	4.9	0	246	3.3	////	////	////	5.3	4.1	7.1	330
201412211200	交大	5.2	0	319	1.2	////	////	////	5.3	4.1	7.1	330
201412211210	交大	5	0	232	2.6	////	////	////	5.2	5	6.4	333
201412211220	交大	5.3	0	277	2.3	////	////	////	5.4	5	6.7	324
201412211230	交大	5.5	0	310	3.7	////	////	////	5.5	5	8.2	316
201412211240	交大	5.2	0	347	5.4	////	////	////	5.5	5	9.2	344
201412211250	交大	4.9	0	150	2.6	////	////	////	5.5	4.7	9.2	344
201412211300	交大	5.2	0	299	2.6	////	////	////	5.5	4.7	9.2	344
201412211310	交大	5.9	0	203	0.8	////	////	////	5.9	5.3	6.7	299
201412211320	交大	6.1	0	344	5.5	////	////	////	6.2	5.3	7.6	344
201412211330	交大	5.8	0	291	1.1	////	////	////	6.2	5.3	7.6	344
201412211340	交大	5.8	0	265	1.5	////	////	////	6.3	5.3	7.6	344
201412211350	交大	5.9	0	257	1.9	////	////	////	6.3	5.3	8.7	333
201412211400	交大	5.7	0	324	2.3	////	////	////	6.3	5.3	8.7	333
201412211410	交大	5.8	0	296	1.8	////	////	////	6.2	5.8	6.6	344
201412211420	交大	6.2	0	246	1.5	////	////	////	6.3	5.7	6.6	344
201412211430	交大	6.1	0	274	2.8	////	////	////	6.3	5.7	6.6	344
201412211440	交大	6.1	0	268	1.1	////	////	////	6.3	5.7	6.6	344
201412211450	交大	5.6	0	265	3.6	////	////	////	6.3	5.6	6.6	344
201412211500	交大	6.2	0	246	1.4	////	////	////	6.3	5.6	6.6	344
201412211510	交大	5.9	0	237	4.2	////	////	////	6.1	5.9	5.4	330
201412211520	交大	5.9	0	263	1.9	////	////	////	6.1	5.9	5.4	330
201412211530	交大	5.7	0	291	2.7	////	////	////	6.1	5.7	5.4	330
201412211540	交大	5.6	0	293	1.4	////	////	////	6.1	5.6	6	322
201412211550	交大	5.5	0	4	2.2	////	////	////	6.1	5.5	6.6	327
201412211600	交大	5.4	0	347	1.1	////	////	////	6.1	5.3	6.6	327
201412211610	交大	5.2	0	263	3.2	////	////	////	5.3	5.2	5.4	1
201412211620	交大	5	0	299	1.2	////	////	////	5.3	5	5.4	1
201412211630	交大	4.8	0	285	0.5	////	////	////	5.3	4.8	5.4	1
201412211640	交大	4.6	0	288	0.8	////	////	////	5.3	4.6	5.4	1
201412211650	交大	4.5	0	305	0.8	////	////	////	5.3	4.5	5.4	1
201412211700	交大	4.4	0	282	0.8	////	////	////	5.3	4.4	5.4	1
201412211710	交大	4.3	0	299	0.8	////	////	////	4.4	4.2	4.3	257
201412211720	交大	4.1	0	257	2.2	////	////	////	4.4	4.1	4.3	257
201412211730	交大	3.8	0	251	1.4	////	////	////	4.4	3.8	4.3	257
201412211740	交大	3.8	0	277	1	////	////	////	4.4	3.7	4.3	257
201412211750	交大	3.5	0	310	0.4	////	////	////	4.4	3.5	4.3	257
201412211800	交大	2.9	0	251	0.8	////	////	////	4.4	2.9	4.3	257
201412211810	交大	3.1	0	102	0.1	////	////	////	3.2	2.9	2	293
201412211820	交大	2.8	0	327	0.6	////	////	////	3.2	2.8	2	293
201412211830	交大	2.6	0	285	0	////	////	////	3.2	2.4	2	293
201412211840	交大	2	0	288	0	////	////	////	3.2	2	2	293
201412211850	交大	1.4	0	195	0	////	////	////	3.2	1.4	2	293
201412211900	交大	1	0	257	0	////	////	////	3.2	1	2	293
201412211910	交大	0.9	0	246	0	////	////	////	1	0.9	0.9	263
201412211920	交大	0.5	0	218	0	////	////	////	1	0.5	0.9	263
201412211930	交大	0.8	0	355	1.1	////	////	////	1	0.5	1.1	355
201412211940	交大	1.1	0	277	0	////	////	////	1.1	0.5	1.4	353
201412211950	交大	1.3	0	302	0	////	////	////	1.3	0.5	1.5	330
201412212000	交大	1.5	0	293	0	////	////	////	1.5	0.5	1.5	330
201412212010	交大	1.5	0	344	0.8	////	////	////	1.5	1.2	2.9	358
201412212020	交大	1.8	0	322	0.4	////	////	////	1.8	1.2	2.9	358
201412212030	交大	1.9	0	308	0.7	////	////	////	2	1.2	2.9	358
201412212040	交大	2.1	0	12	0.5	////	////	////	2.2	1.2	2.9	358
201412212050	交大	1.7	0	330	2.2	////	////	////	2.2	1.2	2.9	358
201412212100	交大	2.6	0	322	0.8	////	////	////	2.6	1.2	3	310
201412212110	交大	2.4	0	330	0.8	////	////	////	2.5	2.4	2.5	324
201412212120	交大	2.2	0	353	0.9	////	////	////	2.5	2.2	2.8	316
201412212130	交大	2.4	0	310	1.2	////	////	////	2.5	2.2	3.1	330
201412212140	交大	2	0	257	0.4	////	////	////	2.5	2	3.1	330
201412212150	交大	1.9	0	336	1.6	////	////	////	2.5	1.9	3.1	330
201412212200	交大	1.9	0	330	2.6	////	////	////	2.5	1.8	3.1	330
201412212210	交大	1.8	0	327	2.2	////	////	////	2	1.7	3.2	338
201412212220	交大	2	0	316	2.2	////	////	////	2	1.6	3.2	302
201412212230	交大	1.8	0	344	1.6	////	////	////	2	1.6	3.2	302
201412212240	交大	1.8	0	4	0.5	////	////	////	2	1.6	3.2	302
201412212250	交大	1.3	0	293	0	////	////	////	2	1.3	3.2	302
201412212300	交大	0.7	0	220	0.2	////	////	////	2	0.7	3.2	302
201412212310	交大	0.1	0	251	0	////	////	////	0.7	0.1	0.4	285
201412212320	交大	-0.3	0	274	0	////	////	////	0.7	-0.3	0.4	285
201412212330	交大	-0.8	0	265	0	////	////	////	0.7	-0.8	0.4	285
201412212340	交大	-1.4	0	243	0	////	////	////	0.7	-1.4	0.4	285
201412212350	交大	-1.5	0	46	0	////	////	////	0.7	-1.5	0.4	285
201412220000	交大	-1.8	0	257	0	////	////	////	0.7	-1.8	0.4	285
201412220010	交大	-1.9	0	237	0	////	////	////	-1.7	-1.9	0	237
201412220020	交大	-2	0	263	0	////	////	////	-1.7	-2	0	263
201412220030	交大	-2	0	251	0	////	////	////	-1.7	-2.1	0	251
201412220040	交大	-2.4	0	299	0	////	////	////	-1.7	-2.4	0	299
201412220050	交大	-1.9	0	268	0	////	////	////	-1.7	-2.4	0.7	268
201412220100	交大	-1.9	0	308	0.2	////	////	////	-1.7	-2.4	1.3	263
201412220110	交大	-1.7	0	268	0	////	////	////	-1.6	-1.9	1	277
201412220120	交大	-1.7	0	232	0	////	////	////	-1.6	-1.9	1.4	308
201412220130	交大	-1.8	0	9	0	////	////	////	-1.6	-1.9	1.4	308
201412220140	交大	-1.6	0	209	0	////	////	////	-1.6	-1.9	1.4	308
201412220200	交大	-2	0	195	0	////	////	////	-1.6	-2.2	1.4	308
201412220210	交大	-2.3	0	265	0	////	////	////	-2	-2.3	0	265
201412220230	交大	-2.1	0	353	0	////	////	////	-2	-2.4	0.9	330
201412220240	交大	-2	0	263	0	////	////	////	-2	-2.4	0.9	330
201412220250	交大	-1.8	0	133	0	////	////	////	-1.8	-2.4	0.9	330
201412220300	交大	-1.8	0	32	0.3	////	////	////	-1.7	-2.4	1.1	74
201412220310	交大	-1.9	0	229	0	////	////	////	-1.8	-2	1.3	333
201412220320	交大	-1.9	0	274	0.6	////	////	////	-1.7	-2	1.3	333
201412220330	交大	-1.3	0	257	0	////	////	////	-1.3	-2	2.2	330
201412220340	交大	-1.1	0	299	0.4	////	////	////	-1.1	-2	2.2	330
201412220350	交大	-1.3	0	218	0.4	////	////	////	-1	-2	2.2	330
201412220400	交大	-1.7	0	274	0.9	////	////	////	-1	-2	2.2	330
201412220410	交大	-1.8	0	246	0.8	////	////	////	-1.7	-1.8	1.8	268
201412220420	交大	-1.6	0	212	0	////	////	////	-1.5	-1.8	1.8	268
201412220430	交大	-2	0	254	0.6	////	////	////	-1.5	-2	1.8	268
201412220440	交大	-2.1	0	240	0	////	////	////	-1.5	-2.1	1.8	268
201412220500	交大	-2.8	0	175	0	////	////	////	-1.5	-2.8	1.8	268
201412220510	交大	-2.9	0	299	0.4	////	////	////	-2.8	-2.9	0.6	274
201412220520	交大	-2.9	0	209	0	////	////	////	-2.8	-3	0.6	274
201412220530	交大	-3.2	0	251	0.3	////	////	////	-2.8	-3.2	0.8	265
201412220540	交大	-3.1	0	293	0	////	////	////	-2.8	-3.2	1	274
201412220550	交大	-2.9	0	260	0	////	////	////	-2.8	-3.2	1	274
201412220600	交大	-2.8	0	277	0.8	////	////	////	-2.8	-3.2	1.1	288
201412220610	交大	-2.6	0	265	1.3	////	////	////	-2.6	-2.9	2	282
201412220620	交大	-2.3	0	288	0	////	////	////	-2.2	-2.9	2	282
201412220630	交大	-2.1	0	263	0	////	////	////	-2.1	-2.9	2	282
201412220640	交大	-2.8	0	60	0	////	////	////	-2.1	-2.9	2	282
201412220650	交大	-3.3	0	254	0	////	////	////	-2.1	-3.3	2	282
201412220700	交大	-3.2	0	330	0	////	////	////	-2.1	-3.3	2	282
201412220710	交大	-3.3	0	288	0	////	////	////	-3.2	-3.3	0.8	251
201412220720	交大	-2.7	0	277	0.1	////	////	////	-2.7	-3.3	1.2	268
201412220730	交大	-2.2	0	305	0.6	////	////	////	-2.2	-3.3	1.4	341
201412220740	交大	-1.4	0	316	0.5	////	////	////	-1.4	-3.3	1.5	299
201412220750	交大	-0.9	0	263	0.4	////	////	////	-0.9	-3.3	1.5	299
201412220800	交大	0	0	299	0.3	////	////	////	0	-3.3	1.5	299
201412220810	交大	0.5	0	296	1	////	////	////	0.5	0.1	1.7	277
201412220820	交大	1.1	0	293	1.3	////	////	////	1.1	0.1	2	229
201412220830	交大	1.5	0	355	0.3	////	////	////	1.5	0.1	2.7	263
201412220840	交大	2.1	0	265	0.1	////	////	////	2.1	0.1	2.7	263
201412220850	交大	2.3	0	203	0.8	////	////	////	2.3	0.1	2.7	299
201412220900	交大	2.9	0	310	1.9	////	////	////	2.9	0.1	2.9	302
201412220910	交大	3.1	0	223	1.7	////	////	////	3.1	2.9	3.4	277
201412220930	交大	4.3	0	254	1.8	////	////	////	4.3	2.9	4.5	299
201412220940	交大	4.6	0	299	3.3	////	////	////	4.7	2.9	4.5	299
201412220950	交大	4.8	0	341	1.5	////	////	////	4.9	2.9	5.1	282
201412221000	交大	5.4	0	226	1.1	////	////	////	5.4	2.9	5.1	282
201412221010	交大	5.6	0	310	1.3	////	////	////	5.6	5.2	5.5	338
201412221020	交大	5.8	0	232	2.1	////	////	////	5.9	5.2	5.8	330
201412221030	交大	6.4	0	322	2.2	////	////	////	6.4	5.2	5.8	330
201412221040	交大	6.2	0	344	0.7	////	////	////	6.4	5.2	5.8	330
201412221050	交大	6.1	0	338	1.3	////	////	////	6.6	5.2	5.8	330
